post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Llave en Cruz Multiusos",llave-en-cruz-multiusos,,18452,"<p style=""text-align: left;""><strong>Llave en Cruz Multiusos</strong>, hecha de materiales resistentes y duraderos, indispensable en tu kit.</p>

<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li class=""a-spacing-mini"">Cuenta con un tamaño mini, fácil de llevar en cualquier parte.</li>
 	<li class=""a-spacing-mini"">Diseño con cuatro tamaños de puertos, muy práctico.</li>
 	<li class=""a-spacing-mini"">Es duradero, cómodo de usar y tiene una larga vida útil debido a su construcción.</li>
 	<li class=""a-spacing-mini"">Es una de las herramientas imprescindibles en el kit de tu impresora 3D.</li>
</ul>",,publish,,365,"2023-11-03 12:46:52",1291,open,,,,no,no,,30,20,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/Llave-en-Cruz-Multiusos.webp ! alt : Llave en Cruz Multiusos ! title : Llave en Cruz Multiusos ! desc : Llave en Cruz Multiusos ! caption : ",,https://tiendakrear3d.com/producto/llave-en-cruz-multiusos/,1,"Krear 3D",simple,,"Upgrades|Upgrades > Accesorios",,,,
"Set de Llaveros para Grabado en Madera Circular X10",set-de-collares-de-madera-circulares,,18456,"Set de Llaveros para Grabado en Madera Circular X10, una buena opción para adornos hechos a mano, manualidades DIY, corte láser y otros proyectos artesanales.
<p style=""text-align: center;""><img class=""alignnone wp-image-7171 size-large"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/set-de-collares-de-madera-circulares.webp"" alt=""Prusa Original i3 MK3S  Kit"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Set de Llaveros para Grabado en Madera Circular X10</h3>",,publish,,48,"2023-11-03 12:56:46",1291,open,,,,no,no,,60,50,1,,,,,,instock,no,no,,no,taxable,6951|5832|6360|7175,1710|795|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/set-de-collares-de-madera-circulares.webp ! alt : Set de Collares de Madera Circulares ! title : Set de Collares de Madera Circulares ! desc : Set de Collares de Madera Circulares ! caption : ",,https://tiendakrear3d.com/producto/set-de-collares-de-madera-circulares/,0,"Krear 3D",simple,,"Upgrades > Materiales|Upgrades","Set de Llaveros para Grabado en Madera Circular X10",,,
"Set de Llaveros para Grabado en Madera Rectangular X10",set-de-collares-de-madera-rectangulares,,18465,"Set de Llaveros para Grabado en Madera Rectangular una buena opción para adornos hechos a mano, manualidades DIY, corte láser y otros proyectos artesanales.
<p style=""text-align: center;""><img class=""alignnone wp-image-7171 size-large"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/set-de-collares-de-madera-rectangulares.webp"" alt=""Prusa Original i3 MK3S  Kit"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Set de Llaveros para Grabado en Madera Rectangular</h3>",,publish,,51,"2023-11-03 13:59:35",1291,open,,,,no,no,,60,50,1,,,,,,instock,no,no,,no,taxable,6951|5832|6360|7175,1710|795|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/set-de-collares-de-madera-rectangulares.webp ! alt : Set de Collares de Madera Rectangulares ! title : Set de Collares de Madera Rectangulares ! desc : Set de Collares de Madera Rectangulares ! caption : ",,https://tiendakrear3d.com/producto/set-de-collares-de-madera-rectangulares/,0,"Krear 3D",simple,,"Upgrades > Materiales|Upgrades","Set de Llaveros para Grabado en Madera Rectangular",,,
"Set de Llaveros para Grabado en Madera Cuadrada X10",set-de-collares-de-madera-cuadrados,,18467,"Set de Llaveros para Grabado en Madera Cuadrada, una buena opción para adornos hechos a mano, manualidades DIY, corte láser y otros proyectos artesanales.
<p style=""text-align: center;""><img class=""alignnone wp-image-7171 size-large"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/set-de-collares-de-madera-cuadrados.webp"" alt=""Prusa Original i3 MK3S  Kit"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Set de Llaveros para Grabado en Madera Cuadrada</h3>",,publish,,50,"2023-11-03 14:03:07",1291,open,,,,no,no,,60,50,1,,,,,,instock,no,no,,no,taxable,6951|5832|6360|7175,1710|795|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/set-de-collares-de-madera-cuadrados.webp ! alt : Set de Collares de Madera Cuadrados X10 ! title : Set de Collares de Madera Cuadrados X10 ! desc : Set de Collares de Madera Cuadrados X10 ! caption : ",,https://tiendakrear3d.com/producto/set-de-collares-de-madera-cuadrados/,0,"Krear 3D",simple,,"Upgrades > Materiales|Upgrades","Set de Llaveros para Grabado en Madera Cuadrada X10",,,
"Set de Llaveros para Grabado en Madera Corazón X10",set-de-collares-de-madera-corazon,,18468,"Set de Llaveros para Grabado en Madera Corazón, una buena opción para adornos hechos a mano, manualidades DIY, corte láser y otros proyectos artesanales.
<p style=""text-align: center;""><img class=""alignnone wp-image-7171 size-large"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/set-de-collares-de-madera-corazon.webp"" alt=""Prusa Original i3 MK3S  Kit"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Set de Llaveros para Grabado en Madera Corazón</h3>",,publish,,49,"2023-11-03 14:03:26",1291,open,,,,no,no,,60,50,1,,,,,,instock,no,no,,no,taxable,6951|5832|6360|7175,1710|795|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/set-de-collares-de-madera-corazon.webp ! alt : Set de Collares de Madera Corazón X10 ! title : Set de Collares de Madera Corazón X10 ! desc : Set de Collares de Madera Corazón X10 ! caption : ",,https://tiendakrear3d.com/producto/set-de-collares-de-madera-corazon/,0,"Krear 3D",simple,,"Upgrades > Materiales|Upgrades","Set de Llaveros para Grabado en Madera Corazón",,,
"Papel Transfer para Corte Láser X10",papel-transfer-para-grabado-laser,,18471,"<strong>Papel Transfer para Corte Láser,</strong> una buena opción para adornos hechos a mano, manualidades DIY, corte láser y otros proyectos artesanales, funciona sobre vidrio, cerámica, acrílico y otras supericies no metálicas. Dimensiones: 27 x 39cm

&nbsp;

<img class=""alignnone wp-image-7171 size-large aligncenter"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/papel-transfer-para-grabado-laser1.webp"" alt=""Prusa Original i3 MK3S  Kit"" width=""400"" height=""400"" />
<h3 style=""text-align: center;"">Papel Transfer para Corte Láser</h3>",,publish,,41,"2023-11-03 14:07:04",1291,open,,,,no,no,,120,100,0.5,,,,,,instock,no,no,,no,taxable,6951|5832|6360|7175,1710|795|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/papel-transfer-para-grabado-laser1.webp ! alt : Papel Transfer para Grabado Láser ! title : Papel Transfer para Grabado Láser ! desc : Papel Transfer para Grabado Láser ! caption : ",,https://tiendakrear3d.com/producto/papel-transfer-para-grabado-laser/,0,"Krear 3D",simple,,"Upgrades > Materiales|Upgrades",,,,
"Cartulina Escarchada A4 X10",cartulina-escarchada-a4-x10,,18472,"<strong>Cartulina Escarchada A4,</strong> de 250g una buena opción para adornos hechos a mano, manualidades DIY, corte láser y otros proyectos artesanales.
<p style=""text-align: center;""><img class=""alignnone wp-image-7171 size-large"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/papel-transfer-para-grabado-laser.webp"" alt=""Prusa Original i3 MK3S  Kit"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Cartulina Escarchada A4</h3>",,publish,,7,"2023-11-03 14:07:16",1291,open,,,,no,no,,30,20,0.5,,,,,,instock,no,no,,no,taxable,6951|5832|6360|7175,1710|795|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/papel-transfer-para-grabado-laser.webp ! alt : Cartulina Escarchada A4 ! title : Cartulina Escarchada A4 ! desc : Cartulina Escarchada A4 ! caption : ",,https://tiendakrear3d.com/producto/cartulina-escarchada-a4-x10/,0,"Krear 3D",simple,,"Upgrades > Materiales|Upgrades",,,,
"Tarjeta Micro SD 8GB",tarjeta-micro-sd-8gb,,18476,"<p style=""text-align: left;""><strong>Tarjeta Micro SD</strong>, repuesto para la tarjeta de memoria de tus impresoras 3D.</p>

<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li class=""a-spacing-mini"">Alto índice de transferencia de datos.</li>
 	<li>Ideal para impresoras 3D que soporten Micro SD.</li>
 	<li>Almacenamiento: 8 Gb.</li>
</ul>",,publish,,368,"2023-11-03 14:25:19",1291,open,,,,no,no,,30,20,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/tarjeta-micro-sd.webp ! alt : Tarjeta Micro SD ! title : Tarjeta Micro SD ! desc : Tarjeta Micro SD ! caption : ",,https://tiendakrear3d.com/producto/tarjeta-micro-sd-8gb/,0,"Krear 3D",simple,,"Upgrades|Upgrades > Accesorios",,,,
"Tarjeta SD 8GB",tarjeta-sd,,18478,"<p style=""text-align: left;""><strong>Tarjeta SD</strong>, repuesto para la tarjeta de memoria de tus impresoras 3D.</p>

<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li class=""a-spacing-mini"">Alto índice de transferencia de datos.</li>
 	<li>Ideal para impresoras 3D que soporten Tarjetas SD.</li>
 	<li>Almacenamiento: 8 Gb.</li>
</ul>",,publish,,369,"2023-11-03 14:42:34",1291,open,,,,no,no,,30,20,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/tarjeta-sd.webp ! alt : Tarjeta SD ! title : Tarjeta SD ! desc : Tarjeta SD ! caption : ",,https://tiendakrear3d.com/producto/tarjeta-sd/,0,"Krear 3D",simple,,"Upgrades|Upgrades > Accesorios",,,,
"Papel Gradiente de Colores para Grabado Láser X10",papel-gradiente-de-colores-para-grabado-laser,,18481,"<strong>Papel Gradiente de Colores para Grabado Láser,</strong> una buena opción para adornos hechos a mano, manualidades DIY, grabado láser y otros proyectos artesanales. Dimensiones: 25 x 18 cm
<p style=""text-align: center;""><img class=""alignnone wp-image-7171 size-large"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/papel-degradado-de-colores-para-grabado-laser.webp"" alt=""Prusa Original i3 MK3S  Kit"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Papel Gradiente de Colores para Grabado Láser</h3>",,publish,,40,"2023-11-03 15:27:03",1291,open,,,,no,no,,50,35,0.5,,,,,,instock,no,no,,no,taxable,6951|5832|6360|7175,1710|795|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/papel-degradado-de-colores-para-grabado-laser.webp ! alt : Papel Degradado de Colores para Grabado Láser X10 ! title : Papel Degradado de Colores para Grabado Láser X10 ! desc : Papel Degradado de Colores para Grabado Láser X10 ! caption : ",,https://tiendakrear3d.com/producto/papel-gradiente-de-colores-para-grabado-laser/,0,"Krear 3D",simple,,"Upgrades > Materiales|Upgrades",,,,
"Lector de Tarjetas SD",lector-de-tarjetas-sd,,18484,"<p style=""text-align: left;""><strong>Lector de Tarjetas SD</strong>, repuesto para el lector de tarjetas de memoria para tus impresoras 3D.</p>

<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li class=""a-spacing-mini"">Compatible con tarjetas SD y Micro SD.</li>
</ul>",,publish,,364,"2023-11-03 15:28:44",1291,open,,,,no,no,,30,20,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/lector-de-tarjetas-sd.webp ! alt : Lector de Tarjetas SD ! title : Lector de Tarjetas SD ! desc : Lector de Tarjetas SD ! caption : ",,https://tiendakrear3d.com/producto/lector-de-tarjetas-sd/,2,"Krear 3D",simple,,"Upgrades|Upgrades > Accesorios",,,,
"Módulo Láser de 20W para TTC450",modulo-laser-de-20w-para-ttc450,,18495,"<strong>Módulo Láser de 20W para TTC450</strong>, es un producto de alta precisión y fácil de usar diseñado para las necesidades de grabado de entusiastas del grabado láser, diseñadores, pequeñas y microempresas y carpinteros.

&nbsp;
<ul>
 	<li>Módulo láser potente.</li>
 	<li>Diseño de asistencia de aire y disipación de calor.</li>
 	<li>Precisión de 0.01 mm.</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-7171 size-large"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/modulo-laser-de-20w-para-ttc4501.webp"" alt=""Prusa Original i3 MK3S  Kit"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Módulo Láser de 20W para TTC450</h3>",,publish,,31,"2023-11-03 16:20:03",1291,open,,,,no,no,,3000,2500,4,,,,,,instock,no,no,,no,taxable,6951|5832|6360|7175,1710|795|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/modulo-laser-de-20w-para-ttc450.webp ! alt : Módulo Láser de 20W para TTC450 ! title : Módulo Láser de 20W para TTC450 ! desc : Módulo Láser de 20W para TTC450 ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/11/modulo-laser-de-20w-para-ttc4501.webp ! alt : Módulo Láser de 20W para TTC450 ! title : Módulo Láser de 20W para TTC450 ! desc : Módulo Láser de 20W para TTC450 ! caption : ",,https://tiendakrear3d.com/producto/modulo-laser-de-20w-para-ttc450/,0,"Two Trees",simple,,"Upgrades|Upgrades > Accesorios",,,,
"AnkerMake M5",ankermake-m5,,18508,"<strong>AnkerMake M5</strong> cuenta con PowerBoost™ 2.0 logra una salida de energía suave y aumenta la liberación de potencia en un 30% en comparación con PowerBoost™ 1.0, lo que permite duplicar la velocidad de impresión y la aceleración de M5, sin sacrificar la calidad de impresión.

&nbsp;

Logra precisión, incluso a 5 veces la velocidad, gracias al nuevo extrusor ultra directo y la estructura integrada de aleación de aluminio fundido a presión. AnkerMake M5 calcula un plan de impresión y utiliza potencia de procesamiento adicional y una cámara inteligente integrada para adherirse a él, asegurando que tu modelo coincida con tu diseño.

&nbsp;

Sin importar tu experiencia, el AnkerMake Slicer y la aplicación AnkerMake te proporcionan un control completo y orientación con facilidad en el proceso de corte y cambios de parámetros.

&nbsp;
<p style=""text-align: center;""><img class=""size-medium wp-image-12581 aligncenter"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/ankermake-m51.webp"" alt=""Creality Ender 3"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">AnkerMake M5</h3>",,publish,,584,"2023-11-06 15:14:23",1291,open,,,,no,no,,3500,3000,24,,,,,,instock,no,no,,no,taxable,,7199|3988|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/ankermake-m5.webp ! alt : AnkerMake M5 ! title : AnkerMake M5 ! desc : AnkerMake M5 ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/11/ankermake-m51.webp ! alt : AnkerMake M5 ! title : AnkerMake M5 ! desc : AnkerMake M5 ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/11/ankermake-m52.webp ! alt : AnkerMake M5 ! title : AnkerMake M5 ! desc : AnkerMake M5 ! caption : ",,https://tiendakrear3d.com/producto/ankermake-m5/,0,AnkerMake,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3",,,
"AnkerMake M5C",ankermake-m5c,,18513,"<strong>AnkerMake M5C, </strong>le da vida a todas tus ideas creativas con AnkerMake M5C. Ya seas un principiante o un profesional, esta impresora completamente nueva está diseñada para ser fácil de usar sin dejar de ofrecer la calidad que deseas, a la velocidad que solo puedes imaginar.

&nbsp;

Pasa un 80% menos de tiempo esperando. Con AnkerMake M5C, puedes experimentar la impresión de alta velocidad de 500 mm/s utilizando el Modo Rápido. Da vida a tus ideas y obtén modelos impresionantes de alta calidad en menos tiempo del que se tarda en ver una película.

&nbsp;

PowerBoost™ 2.0 es un sistema de control de movimiento mejorado con un potente motor paso a paso, un eje de transmisión por correa y un algoritmo de suavizado tipo S que aumenta gradualmente la velocidad de impresión y la aceleración de nuestras impresoras 3D, sin comprometer la calidad de impresión.

&nbsp;

Con el nuevo algoritmo, la frecuencia de pulsación del motor paso a paso se ajusta en tiempo real según la planificación de movimiento para aumentar la liberación de potencia en un 30% en comparación con PowerBoost™ 1.0.

&nbsp;
<p style=""text-align: center;""><img class=""size-medium wp-image-12581 aligncenter"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/ankermake-m5c1.webp"" alt=""Creality Ender 3"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">AnkerMake M5C</h3>",,publish,,552,"2023-11-06 15:27:58",1291,open,,,,no,no,,2300,2000,24,,,,,,instock,no,no,,no,taxable,,7199|3988|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/ankermake-m5c.webp ! alt : AnkerMake M5C ! title : AnkerMake M5C ! desc : AnkerMake M5C ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/11/ankermake-m5c1.webp ! alt : AnkerMake M5C ! title : AnkerMake M5C ! desc : AnkerMake M5C ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/11/ankermake-m5c2.webp ! alt : AnkerMake M5C ! title : AnkerMake M5C ! desc : AnkerMake M5C ! caption : ",,https://tiendakrear3d.com/producto/ankermake-m5c/,0,AnkerMake,simple,,"Características|Características > Cartesiana|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3",,,
"Rueda en V AnkerMake",rueda-en-v-ankermake,,18518,"<strong>Rueda en V AnkerMake</strong>, Mecanizado CNC de alta precisión garantiza redondez de diámetro exterior y concentricidad con rodamientos internos dentro de ±0.02 mm. Esto permite un movimiento suave en secciones, reduce las vibraciones y el balanceo, y minimiza el ruido. Las dimensiones precisas, logradas a través de rigurosas inspecciones de fábrica, aseguran que las diferentes ruedas de POM estén alineadas en la misma línea horizontal cuando se emparejan juntas.

&nbsp;

Resistente al desgaste: Rueda en V AnkerMake, Desarrollada en colaboración con una destacada empresa alemana de plásticos de ingeniería, este material de alto rendimiento de POM mejorado asegura una deformación dimensional mínima después de un uso prolongado. Resistente a la temperatura: Rinde excepcionalmente bien en pruebas de impacto a altas y bajas temperaturas que van desde -20°C a 60°C, mostrando cambios dimensionales mínimos, con una variación de diámetro exterior de ±0.02 mm.",,publish,,384,"2023-11-06 15:48:12",1291,open,,,,no,no,,20,15,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/rueda-en-v-ankermake.webp ! alt : Rueda en V AnkerMake ! title : Rueda en V AnkerMake ! desc : Rueda en V AnkerMake ! caption : ",,https://tiendakrear3d.com/producto/rueda-en-v-ankermake/,0,AnkerMake,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Base Magnética PEI M5",base-magnetica-pei-m5,,18521,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Repuesto para el sistema de calentamiento de la plataforma&quot;}"" data-sheets-userformat=""{&quot;2&quot;:513,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0}""><strong>Base Magnética PEI M5,</strong> con PEI texturizado en un lado para una mejor adherencia, podrás imprimir de forma continua. Y todo lo que se necesita para quitar tu impresión es doblar ligeramente la placa.</span>
<ul>
 	<li>Buena adherencia en la primera capa.</li>
 	<li>Fácil de quitar las impresiones.</li>
 	<li>Compatible con la mayoría de los filamentos.</li>
 	<li>Resistente al fuego.</li>
 	<li>Resistente a los arañazos.</li>
 	<li>Sin texturas rugosas, solo impresiones estables.</li>
</ul>",,publish,,288,"2023-11-06 16:07:28",1291,open,,,,no,no,,250,200,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/base-magnetica-pei-m5.webp ! alt : Base Magnética PEI M5 ! title : Base Magnética PEI M5 ! desc : Base Magnética PEI M5 ! caption : ",,https://tiendakrear3d.com/producto/base-magnetica-pei-m5/,0,AnkerMake,simple,,"Upgrades|Upgrades > PEIs",,,,
"Base Magnética PEI M5C",base-magnetica-pei-m5c,,18522,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Repuesto para el sistema de calentamiento de la plataforma&quot;}"" data-sheets-userformat=""{&quot;2&quot;:513,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0}""><strong>Base Magnética PEI M5C,</strong> con PEI texturizado en un lado para una mejor adherencia, podrás imprimir de forma continua. Y todo lo que se necesita para quitar tu impresión es doblar ligeramente la placa.</span>
<ul>
 	<li>Buena adherencia en la primera capa.</li>
 	<li>Fácil de quitar las impresiones.</li>
 	<li>Compatible con la mayoría de los filamentos.</li>
 	<li>Resistente al fuego.</li>
 	<li>Resistente a los arañazos.</li>
 	<li>Sin texturas rugosas, solo impresiones estables.</li>
</ul>",,publish,,289,"2023-11-06 16:07:41",1291,open,,,,no,no,,220,180,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/base-magnetica-pei-m5c-1.webp ! alt : Base Magnética PEI M5C ! title : Base Magnética PEI M5C ! desc : Base Magnética PEI M5C ! caption : ",,https://tiendakrear3d.com/producto/base-magnetica-pei-m5c/,0,AnkerMake,simple,,"Upgrades|Upgrades > PEIs",,,,
"Protector de Silicona M5",protector-de-silicona-m5,,18526,"<strong>Protector de Silicona M5</strong>, coloca la cubierta de silicona sobre el bloque calefactor para mantener altas temperaturas durante la impresión estable. La cubierta de silicona también protege tus manos de quemaduras accidentales.

Nota: Ten cuidado al reemplazar el protector de Silicona M5. Los hotends de las impresoras 3D pueden causar quemaduras.
<ul>
 	<li>Mantiene la temperatura del hotend.</li>
 	<li>Calienta hasta 300°C (572°F).</li>
 	<li>Evita la combustión del plástico</li>
</ul>",,publish,,374,"2023-11-06 16:34:19",1291,open,,,,no,no,,20,15,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/protector-de-silicona-m5.webp ! alt : Protector de Silicona M5 ! title : Protector de Silicona M5 ! desc : Protector de Silicona M5 ! caption : ",,https://tiendakrear3d.com/producto/protector-de-silicona-m5/,0,AnkerMake,simple,,"Repuestos|Repuestos > Hotends",,,,
"Protector de Silicona M5C",protector-de-silicona-m5c,,18527,"<strong>Protector de Silicona M5C</strong>, coloca la cubierta de silicona sobre el bloque calefactor para mantener altas temperaturas durante la impresión estable. La cubierta de silicona también protege tus manos de quemaduras accidentales.

Nota: Ten cuidado al reemplazar el Protector de Silicona M5C. Los hotends de las impresoras 3D pueden causar quemaduras.
<ul>
 	<li>Mantiene la temperatura del hotend.</li>
 	<li>Calienta hasta 300°C (572°F).</li>
 	<li>Evita la combustión del plástico</li>
</ul>",,publish,,375,"2023-11-06 16:34:39",1291,open,,,,no,no,,20,15,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/protector-de-silicona-m5c.webp ! alt : Protector de Silicona M5C ! title : Protector de Silicona M5C ! desc : Protector de Silicona M5C ! caption : ",,https://tiendakrear3d.com/producto/protector-de-silicona-m5c/,0,AnkerMake,simple,,"Repuestos|Repuestos > Hotends",,,,
"Boquilla AnkerMake 0.4mm",boquilla-ankermake-0-4mm,,18530,"La<strong> Boquilla AnkerMake 0.4mm</strong> están diseñadas específicamente para AnkerMake M5/M5C para admitir la impresión a alta velocidad. El charco fundido de la boquilla se extiende hasta 17 mm para permitir una mayor extrusión en un período de tiempo más corto. Y el latón conductor de calor mantiene la temperatura fundida de manera constante para garantizar la estabilidad.

&nbsp;
<ul>
 	<li>Precisión a alta velocidad</li>
 	<li>Las paredes internas permanecen suaves</li>
 	<li>Hecho de latón premium</li>
 	<li>Alta transferencia de calor</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-12114 size-medium"" title=""Boquilla MK8 de 1.0 mm"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/boquilla-ankermake-0-4mm.webp"" alt=""Boquilla MK8 de 1.0 mm"" width=""300"" height=""300"" /></p>

<h3 style=""text-align: center;"">Boquilla AnkerMake 0.4mm</h3>",,publish,,226,"2023-11-06 16:48:47",1291,open,,,,no,no,,15,10,0.01,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/boquilla-ankermake-0-4mm.webp ! alt : Boquilla AnkerMake 0.4mm ! title : vBoquilla AnkerMake 0.4mm ! desc : Boquilla AnkerMake 0.4mm ! caption : ",,https://tiendakrear3d.com/producto/boquilla-ankermake-0-4mm/,0,AnkerMake,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 de 1.0 mm",,,
"Boquilla AnkerMake 0.2mm",boquilla-ankermake-0-2mm,,18532,"La<strong> Boquilla AnkerMake 0.2mm</strong> están diseñadas específicamente para AnkerMake M5/M5C para admitir la impresión a alta velocidad. El charco fundido de la boquilla se extiende hasta 17 mm para permitir una mayor extrusión en un período de tiempo más corto. Y el latón conductor de calor mantiene la temperatura fundida de manera constante para garantizar la estabilidad.

&nbsp;
<ul>
 	<li>Precisión a alta velocidad</li>
 	<li>Las paredes internas permanecen suaves</li>
 	<li>Hecho de latón premium</li>
 	<li>Alta transferencia de calor</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-12114 size-medium"" title=""Boquilla MK8 de 1.0 mm"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/11/boquilla-ankermake-0-2mm.webp"" alt=""Boquilla MK8 de 1.0 mm"" width=""300"" height=""300"" /></p>

<h3 style=""text-align: center;"">Boquilla AnkerMake 0.2mm</h3>",,publish,,225,"2023-11-06 16:57:59",1291,open,,,,no,no,,15,10,0.01,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/11/boquilla-ankermake-0-2mm.webp ! alt : Boquilla AnkerMake 0.2mm ! title : Boquilla AnkerMake 0.2mm ! desc : Boquilla AnkerMake 0.2mm ! caption : ",,https://tiendakrear3d.com/producto/boquilla-ankermake-0-2mm/,0,AnkerMake,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 de 1.0 mm",,,
